image,pixel_spacing_x,pixel_spacing_y,image_source,have_metadata,original_width,original_height,image_id
random-id-10f6f83b-cdcb-4fa5-93b2-85812bbc2bcc,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-9add6470-c27f-40ea-a6b5-c51706096762,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-67422c8f-2eb5-4054-9e35-bf4ba85ef4be,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-7579f23e-d651-4c7a-9f63-218806616e2a,0.1,0.1,Newark Beth Israel Medical Center,True,3231,4059,EXP000
random-id-9ff41764-dd12-4d72-ad5a-9e1631b6529a,0.1,0.1,Newark Beth Israel Medical Center,True,4379,4939,EXP000
random-id-1517933c-2527-49d5-b498-7cc90acf9dd3,0.1,0.1,Newark Beth Israel Medical Center,True,3483,3406,EXP000
random-id-aa083d45-5462-475d-a665-28993802a752,0.1,0.1,Newark Beth Israel Medical Center,True,2675,4247,EXP000
random-id-7384e861-ca9e-4f16-82c5-5bc879a1c7f8,0.1,0.1,Newark Beth Israel Medical Center,True,4140,4762,EXP000
random-id-78365c65-055d-4983-9201-5e31d67f82a2,0.1,0.1,Newark Beth Israel Medical Center,True,3058,3284,EXP000
random-id-7136698f-0022-40c8-9283-1adc0ff8da78,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-df7f18e3-f210-4b64-a845-41c0626e23da,0.1,0.1,Newark Beth Israel Medical Center,True,4136,4328,EXP000
random-id-ee3d7717-cc41-47e6-9e3c-a725d15df42a,0.1,0.1,Newark Beth Israel Medical Center,True,3852,3446,EXP000
random-id-4af8b984-2a78-4b63-ad3c-857a87b4b778,0.1,0.1,Newark Beth Israel Medical Center,True,3496,3693,EXP000
random-id-210d4358-3968-4565-b915-75392b5f1754,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-a5a804b5-2f17-4cf3-b338-e7bf6e38162b,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-1a281605-a868-45bc-b55a-e33213fc700f,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-ce3a74b3-b69a-422b-ba4a-2a0142f60e26,0.1,0.1,Newark Beth Israel Medical Center,True,2820,3888,EXP000
random-id-4559cfc1-543d-4543-a63a-e154d34087c7,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-856605ac-3218-4dcf-a0c0-faf1a03d3ac7,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-dc309e24-64d1-4172-9b83-bb94fbca19b8,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-5f2c3f0f-2fda-41f5-aa19-016c3b3ecc29,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-0ed58be2-ade9-4c0b-a4e3-f3fd4e345a7c,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-05a27e04-acaf-496e-bb5f-37b0ca273165,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4247,EXP000
random-id-e3167683-2263-42f8-96c3-4df949e7c9e5,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-22191169-3c92-48b1-bddb-6ec784a6f3f5,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-4ad9fd24-d423-4da7-9fdb-e82460ad7074,0.1,0.1,Newark Beth Israel Medical Center,True,3140,3265,EXP000
random-id-3deca584-0300-41dc-979a-3ccd832e86e5,0.1,0.1,Newark Beth Israel Medical Center,True,3903,3874,EXP000
random-id-3d729581-ae13-4c3d-b3c5-e7462bfdf186,0.1,0.1,Newark Beth Israel Medical Center,True,3160,4260,EXP000
random-id-d81fbfc7-3cb2-4b06-8254-d657602a8b1a,0.1,0.1,Newark Beth Israel Medical Center,True,3477,3622,EXP000
random-id-7fa7211f-9d88-46ee-ba94-18d1572b651a,0.1,0.1,Newark Beth Israel Medical Center,True,3496,3762,EXP000
random-id-72e08af0-5ab4-41a5-bbe5-f9b3154627e8,0.1,0.1,Newark Beth Israel Medical Center,True,3483,3701,EXP000
random-id-062cc9de-4b4f-4887-91a0-10a5e99f6e90,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-dd107a13-e4ad-40bf-92d1-e4fdd61576f1,0.1,0.1,Newark Beth Israel Medical Center,True,3607,4201,EXP000
random-id-581bd070-40a5-45c9-8d86-b08d66f14b13,0.1,0.1,Newark Beth Israel Medical Center,True,4081,4510,EXP000
random-id-653f13ba-608c-4109-8f50-a8baf9107c0c,0.1,0.1,Newark Beth Israel Medical Center,True,3239,3590,EXP000
random-id-c2c3f355-ae06-4d07-bc81-5092479124c9,0.1,0.1,Newark Beth Israel Medical Center,True,3128,3868,EXP000
random-id-722a6558-94ce-4d60-a5d7-48c5d4e3b38e,0.1,0.1,Newark Beth Israel Medical Center,True,3247,3701,EXP000
random-id-24f2c6f7-adb6-429e-9feb-bb8a848c9d9d,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4247,EXP000
random-id-d5ff7d0f-ebe6-4ebd-be9a-58f380a639b1,0.1,0.1,Newark Beth Israel Medical Center,True,3014,4051,EXP000
random-id-3b686325-b948-49d5-9a1a-e0fb4c0ddb35,0.1,0.1,Newark Beth Israel Medical Center,True,2866,3352,EXP000
random-id-f8e16bb2-09c4-49b5-a9c5-ba7db6c62879,0.1,0.1,Newark Beth Israel Medical Center,True,3483,3550,EXP000
random-id-707c5a57-bdd1-4ea1-99d0-f7ecd23c2154,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-1d9a63d5-51ce-4dd3-8d6a-8461d271a860,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-f5707aa5-94e1-478f-97b3-3d9f315697f9,0.1,0.1,Newark Beth Israel Medical Center,True,4234,3470,EXP000
random-id-5d7d3daa-70a2-4f31-947b-0b3f2abc203d,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4234,EXP000
random-id-c99e481f-827b-43c7-aa6b-ef21f8f2527f,0.1,0.1,Newark Beth Israel Medical Center,True,3470,4167,EXP000
