image,pixel_spacing_x,pixel_spacing_y,image_source,have_metadata,original_width,original_height,image_id
random-id-4c70998f-e9c6-4476-9183-abc44570d8dd,0.139,0.139,NYU Langone Health,True,3032,2520,generated_id_4e074085
random-id-3f497cf9-9be8-44b4-ba75-080dc7690c25,0.15,0.15,NYU Langone Health,True,2312,2836,generated_id_4e074085
random-id-52e58929-144c-4fb5-a416-4f80ee40828b,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-65b277b7-1a04-48c9-80d2-2694a21ef59a,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-453bdf33-feb4-443d-aabb-1e33c7ce360b,0.148,0.148,NYU Langone Health,True,2350,2782,generated_id_d4735e3a
random-id-bd959475-ef37-46cb-8c33-7888003fbbdf,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4e074085
random-id-b82d18c8-d666-43ef-bc9d-cc8d14c9831e,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-a1e70577-92d8-4eb6-ad21-6147e6fe9f63,0.139,0.139,NYU Langone Health,True,2544,3056,generated_id_4e074085
random-id-de15aeb5-972a-4493-b3aa-b2050f96fa61,0.139,0.139,NYU Langone Health,True,3028,2517,generated_id_6b86b273
random-id-d8fa9d1e-5ef6-4b4f-9080-542b18097d63,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_d4735e3a
random-id-9babb24e-7e9d-4dd3-b5bb-6f258fb83f78,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-b05fa441-a429-4794-9151-05b1ea01610b,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-7fe9f71f-5430-486c-88a1-5b536910fd82,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_d4735e3a
random-id-ba057523-f122-4fcb-8fa9-d2891e3dd7fd,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-0bcadde5-9f84-4707-8e3d-cf3e05948d7e,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_6b86b273
random-id-94a11b66-ff66-4bb1-ab78-c93bdcbb7b4f,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-eea7d18a-b94d-438e-a7bd-c4aec0d546c8,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_6b86b273
random-id-769831bc-8e40-4c8f-a88f-e6d3dd9dda5d,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4e074085
random-id-6d8f3c50-6bb9-46c1-8824-1dee59709a6d,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-aa7463d8-2ca6-43c0-8e7e-9bb55bfc40dd,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_d4735e3a
random-id-d857c152-5eea-4fd9-8546-f6481787716a,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-b9aa88ec-8897-491d-ad51-90334386d71f,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-54cba132-d6ff-44f1-9804-c5c110986c30,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_d4735e3a
random-id-489eedf0-c1a2-4219-9ecb-a03a043ad1f0,0.139,0.139,NYU Langone Health,True,2520,2741,generated_id_d4735e3a
random-id-8ee758e6-7d27-4d00-9ad4-4d2ccbe433b4,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-f97ba09b-419f-4781-8612-34558bb2e2ed,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-05d179d3-336c-4536-9ab2-af0de4363b74,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4e074085
random-id-8e85b617-8f00-4d91-9010-03173e43aca0,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-363df4d9-f7b7-4c11-898d-7a1829c3034b,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-e68bc501-e6f2-4086-bcf1-64f5af9da967,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-8b9e2d9e-7964-415f-a142-9f68a9c3bb26,0.139,0.139,NYU Langone Health,True,2093,2585,generated_id_6b86b273
random-id-952ae4c8-b04c-43d4-8754-5a455da2e48c,0.139,0.139,NYU Langone Health,True,2517,2611,generated_id_ef2d127d
random-id-901cd76b-1ea4-41f5-a7a2-f4da2272a0c7,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-8c57a002-d6d4-4d98-ad53-bcc91c50b1ac,0.139,0.139,NYU Langone Health,True,2280,3028,generated_id_4e074085
random-id-d7f40df9-835b-470c-a5c2-eea3b6f7aa08,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-00e3e3e6-626d-4f8a-88b4-909b9654bc37,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_d4735e3a
random-id-9d41bc97-f803-46d6-a427-cea8ce102b45,0.139,0.139,NYU Langone Health,True,2374,2935,generated_id_6b86b273
random-id-e988b3eb-fae6-431f-901e-bb41cb96aa63,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4e074085
random-id-d723a1b4-d9bd-4778-8e1b-cea86b5a4eed,0.139,0.139,NYU Langone Health,True,2517,2510,generated_id_6b86b273
random-id-922a2fb7-56cf-477e-b8ee-63468d2b986c,0.139,0.139,NYU Langone Health,True,2520,2596,generated_id_d4735e3a
random-id-af27506b-550a-4e9c-9691-10aa58d9454c,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-9551c2e1-5e2f-41f7-bc8e-fd7dd3ab9e9f,0.139,0.139,NYU Langone Health,True,2165,3028,generated_id_4b227777
random-id-9a75b4a5-4ba2-41c9-b177-20cffafc9874,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_d4735e3a
random-id-dc9a3aad-5eeb-4c31-a591-8500a82f1341,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-58096368-aa68-4a41-a4af-677f316db472,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-3f164baf-6d21-4fcb-99b4-d01f6ffb6fa6,0.15,0.15,NYU Langone Health,True,2836,2336,generated_id_d4735e3a
random-id-38cfa848-afb7-461e-b574-125db5f284c7,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-2eaf47ce-a23c-4c9d-8dca-131d98f0112b,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-c3ddca42-df09-46e1-baf9-c5c226094d2f,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-98274023-2db6-4faa-bfaa-a6220de54d2c,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-d755a753-5c6d-4c33-af34-815f646ddc9b,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4e074085
random-id-c7140044-0bf8-4870-b621-c6d01c87f882,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_4b227777
random-id-313a9096-ecf3-498b-82c6-3ed119cbb7eb,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-f77da1fe-b209-4780-bd30-ecd8f2a5a907,0.139,0.139,NYU Langone Health,True,2268,2782,generated_id_6b86b273
random-id-4ee3bad2-0ad2-4aa4-8d1c-108c099c0a0c,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_6b86b273
random-id-337902b7-4309-49fc-b0b9-cfb2d2f3d2df,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4b227777
random-id-72f98da7-b312-4a78-bb83-671f583374e1,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-04340116-d134-4882-954e-3ff8a836bc6f,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-c09e6831-6543-4506-ac1c-b0e733401643,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-4d968c17-444c-43bf-bbdf-41c7fa8c2003,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_d4735e3a
random-id-53ddef3a-09a3-4e26-80f1-f493dbbb441a,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-85c27a18-a680-4782-a13c-5c94eef2df40,0.139,0.139,NYU Langone Health,True,2544,3056,generated_id_4e074085
random-id-87cdca02-fab2-4cea-8ef5-e16511de735f,0.139,0.139,NYU Langone Health,True,3028,2424,generated_id_4e074085
random-id-b6c33665-dca9-4a51-be6f-c00806b070ba,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_4e074085
random-id-cb858919-fe21-40ac-b362-f0ce0f243e86,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-9938fe73-cd86-4367-8366-d458c9040143,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4b227777
random-id-67876a69-1fed-4c58-80f1-00428840cea1,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_4e074085
random-id-809edbe8-da6c-49e9-9d79-88c30c1a2ec8,0.139,0.139,NYU Langone Health,True,2544,3056,generated_id_4e074085
random-id-8eda640a-b138-448a-943a-93f793c874f3,0.139,0.139,NYU Langone Health,True,2589,2280,generated_id_6b86b273
random-id-511593c7-9a4a-44ac-a986-ff61581b77b7,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_dea570d5
random-id-c4fdfe9e-4aeb-498d-90e6-fb8a0913c324,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-2651168d-a9bc-46f5-93b8-e6be14ec0a4d,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_6b86b273
random-id-f54d083a-fa42-43cf-b51e-fc9bb38b5dbc,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_d4735e3a
random-id-d3785b0f-d479-48ca-b415-11cf2e8fbb5a,0.15,0.15,NYU Langone Health,True,2836,2336,generated_id_6b86b273
random-id-9178ba15-ae40-498e-bd1d-a919e62f900c,0.139,0.139,NYU Langone Health,True,3056,2544,generated_id_6b86b273
random-id-e94bed6c-8d76-4315-9cbf-be8b270b1971,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-74aa387d-a30b-4dd1-9b90-c107a166a83e,0.139,0.139,NYU Langone Health,True,2520,3016,generated_id_4e074085
random-id-58f8fa2d-3c5b-4b82-b55c-5ebc4d3635b8,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_4e074085
random-id-3f1c310c-f930-4ff7-952f-6a586716144e,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_4e074085
random-id-4ea54246-8306-448d-ba83-96d465a0e0f9,0.139,0.139,NYU Langone Health,True,2517,2769,generated_id_6b86b273
random-id-dd96212b-e116-44b5-84f8-fe2cb2d27ced,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_6b86b273
random-id-3cf673a2-b64b-4e77-9c59-d703f9925379,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-bbdc5b95-bfdd-435a-835e-1294a9e0a79b,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4b227777
random-id-49756ac1-1e05-4431-9820-10c4d60e347c,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_4e074085
random-id-6b246881-2ead-420e-a2c4-fc5c53ae9431,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_d4735e3a
random-id-09eac3b9-60af-4caa-b68d-ffe71461847a,0.139,0.139,NYU Langone Health,True,2544,3056,generated_id_6b86b273
random-id-92cb541b-6141-4633-8695-e0ac292e4133,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_d4735e3a
random-id-aa6edf86-0489-4d79-9687-aabeeaa9dcd4,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-122bcf20-cd8c-41c3-98e6-6c101302e17a,0.1988,0.1988,NYU Langone Health,True,1520,1620,generated_id_d4735e3a
random-id-6c6c6d44-2928-4151-857a-e74a1690b0fb,0.139,0.139,NYU Langone Health,True,2544,3056,generated_id_6b86b273
random-id-c01dc67b-3fa3-4f09-896f-e78031b5ce4f,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-868355c7-f6b3-460e-92c9-a5828302273f,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_6b86b273
random-id-ac98731f-66b3-4f0b-bc29-bf11c76cbd69,0.139,0.139,NYU Langone Health,True,2517,3028,generated_id_4b227777
random-id-79005d42-ed04-44cb-b5c4-e69b5b46d61d,0.148,0.148,NYU Langone Health,True,2866,2350,generated_id_4e074085
random-id-b07dc83d-e3d4-4791-9b9c-a10dd1e0683e,0.15,0.15,NYU Langone Health,True,2336,2596,generated_id_d4735e3a
random-id-d2fe6f61-3344-43ca-8057-bbfb7a10e4a5,0.15,0.15,NYU Langone Health,True,2336,2836,generated_id_6b86b273
random-id-4817b4ac-00b2-46a7-9ad3-2d8e50e33a48,0.139,0.139,NYU Langone Health,True,2520,3032,generated_id_6b86b273
random-id-6f8b3c58-701f-445f-85e4-64737ffef5e8,0.148,0.148,NYU Langone Health,True,2350,2866,generated_id_d4735e3a
random-id-5f5335e9-2f52-4a65-a937-7c6bc6d5b642,0.139,0.139,NYU Langone Health,True,2517,2553,generated_id_d4735e3a
random-id-a1b02f2f-b1c6-4b45-ba7b-2671fee9a5da,0.139,0.139,NYU Langone Health,True,2395,3028,generated_id_ef2d127d
random-id-73a006b9-adeb-4b93-95fc-6d4d302aec85,0.175,0.175,Osaka City University,True,2430,1994,generated_id_cd080979
random-id-1df2bfd8-7994-49f9-8188-15ce72edafae,0.2,0.2,Osaka City University,True,1744,1744,generated_id_7bc51c8f
random-id-460c11b7-903f-4c4e-978d-4257ca67f46a,0.2,0.2,Osaka City University,True,2128,1744,generated_id_8d51ec06
random-id-f72fca20-2e7e-4f04-88a1-62a3f9a594d8,0.2,0.2,Osaka City University,True,2124,2124,generated_id_d823f96c
random-id-d3b515fe-bd15-4c45-80c4-bdcda0783015,0.2,0.2,Osaka City University,True,2128,1744,generated_id_c6ebefa5
random-id-7d13337d-5863-4b97-8cb3-3011b9c1f619,0.2,0.2,Osaka City University,True,2140,1760,generated_id_e9bae202
random-id-accca122-5ea3-4737-9876-448db68d087a,0.2,0.2,Osaka City University,True,2128,1744,generated_id_0f055e8b
random-id-a1871d0d-9591-4047-9ffa-c13a05c01b98,0.2,0.2,Osaka City University,True,2128,1744,generated_id_9ed870a1
random-id-4a37641b-d89c-47f2-86cc-b5d41d21b907,0.2,0.2,Osaka City University,True,2128,1744,generated_id_5a42dff2
random-id-b2c83bf4-617f-49f2-9a4e-803f31aec74e,0.2,0.2,Osaka City University,True,2128,1744,generated_id_d83c9092
random-id-7757e474-45d0-4f6b-bf60-d3d3f690f434,0.2,0.2,Osaka City University,True,2128,1796,generated_id_fe916a7c
random-id-a0f637d2-3f8f-4241-8055-9990e1f16c03,0.2,0.2,Osaka City University,True,2128,1744,generated_id_1ac579de
random-id-73a80aed-c586-47a1-af80-807156c8a9c1,0.2,0.2,Osaka City University,True,2128,1744,generated_id_8a2d86d2
random-id-1293932e-d873-4814-8cd8-c95646bc81b4,0.2,0.2,Osaka City University,True,2128,1744,generated_id_05463487
random-id-a26597e1-9b74-4e45-887b-2bf1aad91713,0.2,0.2,Osaka City University,True,2128,1744,generated_id_c8956a86
random-id-690adf9c-19d9-4f17-9436-190f721f6ab9,0.2,0.2,Osaka City University,True,2128,1744,generated_id_14a1b410
random-id-1d8e61f1-bfa8-4912-98fc-45f45b647daf,0.2,0.2,Osaka City University,True,2128,1744,generated_id_c86c802e
random-id-9c376ed7-59a1-41d2-94f7-ddadcf890eb2,0.2,0.2,Osaka City University,True,2128,1744,generated_id_044b9c96
random-id-bb12520e-fb96-4259-af89-4be78469b74f,0.2,0.2,Osaka City University,True,2128,1900,generated_id_43a244a4
random-id-f930fc20-9e64-4bfb-96ca-986d0c70ddb1,0.2,0.2,Osaka City University,True,2128,1744,generated_id_d5f76ca1
random-id-cee30930-f0bb-415b-9a05-baaa5da99f27,0.2,0.2,Osaka City University,True,2128,1744,generated_id_e9dcdece
random-id-c7757ec2-0d10-4cc6-8218-d1bd6e209f7f,0.2,0.2,Osaka City University,True,2128,1744,generated_id_11c06e56
random-id-4a1164a9-ec66-4e15-b78f-7150a842d584,0.2,0.2,Osaka City University,True,2128,1744,generated_id_c547e54b
random-id-b9169cf4-a6d4-4489-8a60-7f3bd097f5c4,0.2,0.2,Osaka City University,True,2128,2004,generated_id_9ad971ac
random-id-23c7d535-01b9-48b5-a248-8cc11251d332,0.2,0.2,Osaka City University,True,2128,1744,generated_id_a2404b20
random-id-031b0cd6-00d6-4be2-813c-9cdad3c46dac,0.2,0.2,Osaka City University,True,2124,2124,generated_id_e5b9994b
random-id-b002f9cb-1f55-4804-a9d1-225df8d4cead,0.2,0.2,Osaka City University,True,2128,1744,generated_id_202738d8
random-id-1376c4a8-b23b-441f-8c43-9510a93078bf,0.2,0.2,Osaka City University,True,2128,1744,generated_id_0852b923
random-id-633cd0b6-163e-4f0c-80e1-d96ac389c992,0.2,0.2,Osaka City University,True,2128,1744,generated_id_e298fda8
random-id-f4aebb6d-5cc8-457d-84fa-fcbafe5443ea,0.2,0.2,Osaka City University,True,2128,1744,generated_id_cd2b8900
random-id-7d6de10c-228e-491d-9328-67c4b914877f,0.2,0.2,Osaka City University,True,2128,1744,generated_id_29e2287a
random-id-08a41e50-dc70-48ef-9235-3fc241eccaff,0.2,0.2,Osaka City University,True,2128,1744,generated_id_cf0115db
random-id-006fc4a6-208b-418a-beab-ac3ed84024d6,0.2,0.2,Osaka City University,True,2128,1744,generated_id_77f7897c
random-id-eabcd64f-1e3c-46cc-b12e-78f5026a4b2b,0.2,0.2,Osaka City University,True,2128,1744,generated_id_73bbc7fe
random-id-37cbff49-1d78-44f6-8420-bd26e5c11a01,0.2,0.2,Osaka City University,True,2128,1744,generated_id_c0d6acde
random-id-4c234828-ec0c-4fa3-acf2-94be6cf75c98,0.2,0.2,Osaka City University,True,2128,1744,generated_id_37878fa4
random-id-a7a776c5-de8d-4ba3-9d49-509532c48a7d,0.2,0.2,Osaka City University,True,2128,1744,generated_id_99709678
random-id-167b6f6d-1e56-4e6b-92da-12025840eff3,0.2,0.2,Osaka City University,True,1744,1744,generated_id_6adf7f89
random-id-805c9924-9e6a-4c2e-8934-62015fd8577a,0.2,0.2,Osaka City University,True,2128,1744,generated_id_30062cf3
random-id-1c6a38e7-7315-45e1-8fb9-264df413aacc,0.2,0.2,Osaka City University,True,2128,1744,generated_id_3f67119a
random-id-d0e37262-a78f-4e02-a902-a6673eccf5aa,0.2,0.2,Osaka City University,True,2128,1744,generated_id_06c28473
random-id-f88dec2c-cf3e-45eb-9d2f-4108e78d5a7f,0.2,0.2,Osaka City University,True,2128,1744,generated_id_d3233d30
random-id-2a7f1b3d-110e-4d99-87ee-934b6315d0a8,0.2,0.2,Osaka City University,True,2128,1744,generated_id_0ef82b14
random-id-793eb82a-1590-46ad-a41e-8f9244313cad,0.175,0.175,Osaka City University,True,2430,1994,generated_id_f56889e3
random-id-a3e0ddd6-8e46-4d12-951b-0d54daa1810f,0.2,0.2,Osaka City University,True,2128,1900,generated_id_896702ae
random-id-5679f6fd-49d1-4d5e-9b13-23e4a4887a04,0.2,0.2,Osaka City University,True,2128,1744,generated_id_8107fc23
random-id-e367872e-65bd-4930-ae99-14b6686f1106,0.2,0.2,Osaka City University,True,2128,1744,generated_id_4876c79a
random-id-3f5b5e54-3bc5-4543-9f38-c4887955a551,0.2,0.2,Osaka City University,True,2128,1744,generated_id_55ce860f
random-id-1b37b23e-9c3d-4daa-9ba3-4a85f832eb06,0.2,0.2,Osaka City University,True,2128,1744,generated_id_1b5b652a
random-id-c5f18390-96b0-4cb8-ae6f-841effaf5372,0.2,0.2,Osaka City University,True,2128,1744,generated_id_4a6ed1ca
random-id-5d9c5e35-0e51-4b45-88da-8fe95b707bda,0.2,0.2,Osaka City University,True,2128,1744,generated_id_e95d3558
random-id-5af65d56-788e-48ad-8e2f-bb459c954215,0.2,0.2,Osaka City University,True,2128,1744,generated_id_070bbc70
random-id-204fa2b1-7b7d-4f2b-af06-5d567403f18c,0.175,0.175,Osaka City University,True,2430,1994,generated_id_6a8afc2f
random-id-25c7e6fa-ac95-4937-92a2-351e73874ff0,0.2,0.2,Osaka City University,True,2024,1744,generated_id_b0eb2742
random-id-0f54480e-d337-4e37-846b-eb5d0d60734a,0.175,0.175,Osaka City University,True,2430,1994,generated_id_812eb2f2
random-id-fc1bf2db-0335-44d7-a9ba-5becae269f92,0.175,0.175,Osaka City University,True,2430,1994,generated_id_0c2078a5
random-id-fc93e146-3724-4307-b932-99a6148b7309,0.2,0.2,Osaka City University,True,2128,1744,generated_id_38e17c0a
random-id-53f68327-b530-49bb-8aa8-dae41de4e024,0.2,0.2,Osaka City University,True,2128,1900,generated_id_710e0359
random-id-49bacb60-5f19-4f98-b510-7d0665216cde,0.2,0.2,Osaka City University,True,2128,1744,generated_id_2b665788
random-id-ee45c74c-4b3a-4114-9c6e-1e38f1576f71,0.2,0.2,Osaka City University,True,2128,1744,generated_id_cc66505b
random-id-289999da-2051-4c51-8b2f-5dd1d9d9dcc0,0.2,0.2,Osaka City University,True,2128,1744,generated_id_591fe2f6
random-id-58c8e8ab-3c39-410f-930a-03246ea42e6e,0.2,0.2,Osaka City University,True,2128,1744,generated_id_5919e4cb
random-id-539f69a8-d7fb-4908-a73a-c305db19a550,0.2,0.2,Osaka City University,True,2124,2124,generated_id_7bd7af9e
random-id-6430bc1e-56b2-4448-b5df-8899519f1402,0.2,0.2,Osaka City University,True,2128,1744,generated_id_ef083fa4
random-id-e5856677-766d-4aaa-9536-b7b703fd8548,0.2,0.2,Osaka City University,True,2128,1744,generated_id_118902cc
random-id-618918a8-1dd1-4141-be9c-6eeac13e25d1,0.2,0.2,Osaka City University,True,2128,1744,generated_id_008296dc
random-id-6bd2d740-b3ee-4e5b-acf0-2157541bb995,0.2,0.2,Osaka City University,True,2128,1744,generated_id_d052b9eb
random-id-8a615ba5-1142-432b-b9f3-2cc858f7265d,0.2,0.2,Osaka City University,True,2128,1744,generated_id_d5434443
random-id-a0b52442-b5ac-427d-bd3e-2b9dff90f045,0.2,0.2,Osaka City University,True,2124,2124,generated_id_0d01a213
random-id-3f76c5e8-5247-4224-adb0-4e3d18a655d7,0.2,0.2,Osaka City University,True,2128,1744,generated_id_56debbff
random-id-c4dbab95-5046-4a8b-93bc-2d507c876f52,0.2,0.2,Osaka City University,True,2128,1848,generated_id_7cfe904e
random-id-8f4373b5-3db7-4bdd-87d3-cea6fd5449f9,0.2,0.2,Osaka City University,True,2128,1744,generated_id_94c91e6f
random-id-a1e40f11-cea9-452e-b616-4071643691ea,0.2,0.2,Osaka City University,True,2128,1848,generated_id_c39f7e48
random-id-76ace963-2b51-43b5-bb9c-2dd052619032,0.2,0.2,Osaka City University,True,2128,1744,generated_id_db33c3ce
random-id-a5ebc1c4-d736-4530-916a-c593188b4e43,0.2,0.2,Osaka City University,True,2128,1744,generated_id_0517d3ce
random-id-1f9ad836-4d73-40f8-be36-25680a6a6fa2,0.2,0.2,Osaka City University,True,2128,1744,generated_id_194e9b1e
random-id-905fffd6-2d26-445c-a26c-2ae391ef6b2d,0.2,0.2,Osaka City University,True,2128,1744,generated_id_1ff2ea86
random-id-6ef90fe7-9384-442f-b715-81fc35330f5b,0.2,0.2,Osaka City University,True,2128,1744,generated_id_1924b535
random-id-fd7af67b-bff9-4655-9301-6c2db8c59706,0.2,0.2,Osaka City University,True,1744,1744,generated_id_1eeb45e5
random-id-e6603834-b501-4b5a-8699-948720cc9484,0.2,0.2,Osaka City University,True,2128,1744,generated_id_2caf9af0
random-id-9d85f465-aae4-48ca-9c13-b6c715233255,0.2,0.2,Osaka City University,True,2128,2004,generated_id_7f0c6192
random-id-43a19da4-3d46-4f05-968d-339b10103223,0.2,0.2,Osaka City University,True,2128,1744,generated_id_a0318e9f
random-id-795ea1b3-2b68-4ddd-bbd5-c7a30bb573d1,0.2,0.2,Osaka City University,True,2128,1744,generated_id_25b17c8a
random-id-ef51336f-2350-4fb4-bdd8-be78cbafb64d,0.2,0.2,Osaka City University,True,2128,1744,generated_id_84c29ab1
random-id-77fea7ac-bbd0-42c2-8513-9c9d268fdcf3,0.2,0.2,Osaka City University,True,2128,1744,generated_id_b445a1bc
random-id-dc1ad925-e619-4ebf-8330-5cc5a163e6c8,0.2,0.2,Osaka City University,True,2128,1744,generated_id_eaa8ca50
random-id-78db0454-4a21-4273-b03f-91393ddb2375,0.2,0.2,Osaka City University,True,2128,1744,generated_id_2fc990ef
random-id-5e1fba98-8219-4c34-bcfd-cdac20d6195d,0.2,0.2,Osaka City University,True,2128,1796,generated_id_87b1e243
random-id-d6003514-07b9-4cf5-8fd0-c8b626e4d7a3,0.2,0.2,Osaka City University,True,2128,1744,generated_id_b95e0d6f
random-id-fa9389ec-3a3b-43a7-bf7e-d1cac3424210,0.2,0.2,Osaka City University,True,2128,1744,generated_id_7f69d2fa
random-id-d2505d62-26b9-4972-8cb8-437d8a3df747,0.2,0.2,Osaka City University,True,2128,1744,generated_id_83f590ab
random-id-574034a9-e4a6-42d2-9788-6f1b8b34c18d,0.175,0.175,Osaka City University,True,2430,1994,generated_id_2d437fd3
random-id-3c9c3e8f-b8b6-40a3-9ef0-c46a7797af10,0.2,0.2,Osaka City University,True,2128,1796,generated_id_6b4cbb2c
random-id-b558863f-829e-4e2e-a377-34bd4fb70389,0.2,0.2,Osaka City University,True,2128,1744,generated_id_33cca9c2
random-id-17fda9c0-9fcf-4214-b2d6-ce3c72d70744,0.175,0.175,Osaka City University,True,2430,1994,generated_id_02b798f7
random-id-ac6e1dd0-b23f-4119-b623-7e84e8fbf0f1,0.2,0.2,Osaka City University,True,2124,1744,generated_id_cea0e4d1
random-id-a01690f6-8732-497a-be69-9d21573bf211,0.2,0.2,Osaka City University,True,2128,1848,generated_id_bd6ba3d8
random-id-a833f681-4b88-4f17-915d-7671f261ce2d,0.2,0.2,Osaka City University,True,2128,1744,generated_id_a2937765
random-id-873a6b2f-b640-4ffd-a561-1ce1ebda4650,0.2,0.2,Osaka City University,True,2128,1744,generated_id_6664f3c0
random-id-7cc4606e-58f0-478d-b5d2-009219b3fff9,0.2,0.2,Osaka City University,True,2140,1760,generated_id_3bb90dfe
random-id-ae0b9ec5-eef6-499c-95a3-e3fabdc8ab55,0.14,0.14,University of Miami,True,2466,3040,generated_id_d029fa3a
random-id-ccef2974-2b29-4299-a07f-9adb5cb94631,0.14,0.14,University of Miami,True,2465,3039,generated_id_ad48ff99
random-id-b00a88ea-cc93-4742-b8b9-4bd1a904d57c,0.14,0.14,University of Miami,True,3040,2466,generated_id_3e1e967e
random-id-847349bc-279e-4411-9566-7d471f73ecfe,0.14,0.14,University of Miami,True,2466,3040,generated_id_82416496
random-id-57634efb-f51e-464f-aeaf-fa8e77d5192d,0.14,0.14,University of Miami,True,2465,3039,generated_id_3ada92f2
random-id-c2dffb41-4710-40fa-bbaf-8ddf1ab23699,0.14,0.14,University of Miami,True,2996,2422,generated_id_1a656259
random-id-d61d8d21-eb52-4bfd-b4ee-12a3ac308b3f,0.14,0.14,University of Miami,True,2388,2938,generated_id_a21855da
random-id-c35d5511-8aff-406d-b7ad-92f8371d04d2,0.14,0.14,University of Miami,True,2116,2500,generated_id_c837649c
random-id-d5b6c2ab-80b6-45a7-8a22-d13963698234,0.14,0.14,University of Miami,True,2466,3040,generated_id_e29c9c18
random-id-0188d1e9-6f43-428f-bdf3-649a0ddb6009,0.14,0.14,University of Miami,True,2274,2522,generated_id_9f14025a
